sample,status,seconds,fasta,json,log,project,project_label,param_id,tf,t
SRR29679709,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679709/SRR29679709.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679709/SRR29679709.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679709/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679713,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679713/SRR29679713.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679713/SRR29679713.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679713/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679728,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679728/SRR29679728.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679728/SRR29679728.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679728/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679716,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679716/SRR29679716.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679716/SRR29679716.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679716/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679731,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679731/SRR29679731.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679731/SRR29679731.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679731/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679721,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679721/SRR29679721.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679721/SRR29679721.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679721/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679732,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679732/SRR29679732.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679732/SRR29679732.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679732/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679814,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679814/SRR29679814.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679814/SRR29679814.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679814/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679823,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679823/SRR29679823.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679823/SRR29679823.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679823/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679826,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679826/SRR29679826.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679826/SRR29679826.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679826/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679833,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679833/SRR29679833.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679833/SRR29679833.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679833/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679837,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679837/SRR29679837.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679837/SRR29679837.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679837/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679834,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679834/SRR29679834.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679834/SRR29679834.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679834/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679830,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679830/SRR29679830.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679830/SRR29679830.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679830/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679842,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679842/SRR29679842.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679842/SRR29679842.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679842/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679753,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679753/SRR29679753.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679753/SRR29679753.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679753/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679854,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679854/SRR29679854.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679854/SRR29679854.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679854/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679843,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679843/SRR29679843.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679843/SRR29679843.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679843/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692818,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692818/SRR29692818.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692818/SRR29692818.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692818/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679852,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679852/SRR29679852.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679852/SRR29679852.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679852/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679844,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679844/SRR29679844.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679844/SRR29679844.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679844/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692831,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692831/SRR29692831.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692831/SRR29692831.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692831/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692828,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692828/SRR29692828.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692828/SRR29692828.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692828/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679851,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679851/SRR29679851.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679851/SRR29679851.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679851/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679864,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679864/SRR29679864.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679864/SRR29679864.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679864/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692857,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692857/SRR29692857.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692857/SRR29692857.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692857/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692865,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692865/SRR29692865.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692865/SRR29692865.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692865/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29679874,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679874/SRR29679874.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679874/SRR29679874.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29679874/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692887,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692887/SRR29692887.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692887/SRR29692887.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692887/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692880,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692880/SRR29692880.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692880/SRR29692880.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692880/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692881,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692881/SRR29692881.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692881/SRR29692881.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692881/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692873,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692873/SRR29692873.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692873/SRR29692873.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692873/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692884,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692884/SRR29692884.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692884/SRR29692884.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692884/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692875,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692875/SRR29692875.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692875/SRR29692875.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692875/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692824,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692824/SRR29692824.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692824/SRR29692824.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692824/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692854,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692854/SRR29692854.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692854/SRR29692854.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692854/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692889,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692889/SRR29692889.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692889/SRR29692889.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692889/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692935,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692935/SRR29692935.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692935/SRR29692935.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692935/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692943,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692943/SRR29692943.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692943/SRR29692943.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692943/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692928,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692928/SRR29692928.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692928/SRR29692928.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692928/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692967,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692967/SRR29692967.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692967/SRR29692967.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692967/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692926,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692926/SRR29692926.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692926/SRR29692926.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692926/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692933,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692933/SRR29692933.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692933/SRR29692933.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692933/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692941,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692941/SRR29692941.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692941/SRR29692941.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692941/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692939,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692939/SRR29692939.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692939/SRR29692939.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692939/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692936,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692936/SRR29692936.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692936/SRR29692936.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692936/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
SRR29692965,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692965/SRR29692965.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692965/SRR29692965.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF003_T15/PRJNA1130896/SRR29692965/cliquesnv.log,PRJNA1130896,United States,TF003_T15,0.03,15
